#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Feb 04 21:50:19 EST 2018,41,41,Assignment1Suite,InsertTest0+ InsertTest2+ InsertTest3+ RemoveTest0+ RemoveTest1+ RemoveTest3+ SizeTest0+ , ,ClearTest0- ClearTest1- EverythingTest0- GetTest0- GetTest1- InsertTest1- RemoveTest2- SizeTest1- SizeTest2- SizeTest3- , ,
1,Sun Feb 04 21:51:30 EST 2018,17,-24,Assignment1Suite,InsertTest3 SizeTest0 SizeTest1+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0- InsertTest1 InsertTest2- RemoveTest0- RemoveTest1- RemoveTest2 RemoveTest3- SizeTest2 SizeTest3 , ,
2,Sun Feb 04 21:52:55 EST 2018,23,6,Assignment1Suite,InsertTest3 SizeTest0 SizeTest1 SizeTest3+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
3,Sun Feb 04 21:53:57 EST 2018,23,0,Assignment1Suite,InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
4,Sun Feb 04 21:54:15 EST 2018,23,0,Assignment1Suite,InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
5,Sun Feb 04 21:54:18 EST 2018,70,47,Assignment1Suite,ClearTest0+ ClearTest1+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 SizeTest1- SizeTest2 , ,
6,Sun Feb 04 21:54:44 EST 2018,76,6,Assignment1Suite,ClearTest0 ClearTest1 GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
7,Sun Feb 04 21:59:05 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
8,Sun Feb 04 21:59:39 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
9,Sun Feb 04 22:00:44 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
10,Mon Feb 05 15:56:03 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
11,Mon Feb 05 15:57:50 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
12,Mon Feb 05 16:00:52 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
13,Mon Feb 05 16:01:29 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
14,Mon Feb 05 16:45:37 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
15,Mon Feb 05 16:46:15 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
16,Mon Feb 05 16:49:04 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
17,Mon Feb 05 16:55:18 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
18,Mon Feb 05 17:09:07 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
19,Mon Feb 05 17:09:24 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
20,Mon Feb 05 17:09:55 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
21,Mon Feb 05 17:11:26 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
22,Mon Feb 05 17:13:16 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
23,Mon Feb 05 17:13:37 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
24,Mon Feb 05 17:15:14 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
25,Mon Feb 05 17:40:08 EST 2018,70,-6,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1- SizeTest1 SizeTest2 , ,
26,Mon Feb 05 17:40:41 EST 2018,70,0,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
27,Mon Feb 05 17:41:50 EST 2018,76,6,Assignment1Suite,ClearTest0 ClearTest1 GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
28,Mon Feb 05 17:43:59 EST 2018,70,-6,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1- SizeTest1 SizeTest2 , ,
29,Mon Feb 05 17:46:35 EST 2018,76,6,Assignment1Suite,ClearTest0 ClearTest1 GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
30,Mon Feb 05 17:47:54 EST 2018,29,-47,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1+ SizeTest3 , ,ClearTest0- ClearTest1- EverythingTest0 GetTest0 InsertTest0- InsertTest1- InsertTest2- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest2 , ,
31,Mon Feb 05 17:54:04 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
32,Mon Feb 05 18:00:03 EST 2018,11,-18,Assignment1Suite,GetTest1 SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3- RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1- SizeTest2 SizeTest3- , ,
33,Mon Feb 05 18:00:44 EST 2018,29,18,Assignment1Suite,GetTest1 InsertTest3+ SizeTest0 SizeTest1+ SizeTest3+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
34,Mon Feb 05 18:01:31 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
35,Mon Feb 05 18:06:38 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
36,Mon Feb 05 18:09:24 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
37,Mon Feb 05 18:16:31 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
38,Mon Feb 05 18:17:02 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
39,Mon Feb 05 18:19:40 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
40,Mon Feb 05 18:21:51 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
41,Mon Feb 05 18:24:19 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
42,Mon Feb 05 18:25:45 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
43,Mon Feb 05 21:33:54 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
44,Mon Feb 05 21:38:02 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
45,Mon Feb 05 21:38:07 EST 2018,23,-6,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3- , ,
46,Mon Feb 05 21:39:58 EST 2018,23,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
47,Mon Feb 05 21:58:19 EST 2018,29,6,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
48,Mon Feb 05 22:16:29 EST 2018,29,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
49,Mon Feb 05 22:40:57 EST 2018,35,6,Assignment1Suite,GetTest0+ GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
50,Mon Feb 05 22:48:38 EST 2018,35,0,Assignment1Suite,GetTest0 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
